title,website,operator_address,acc_address,cons_address,percent_power,power,self_stake,fee,blocks_proposed,delegators,power_24_change,governance_votes
SG_NODE,,cosmosvaloper106kt5cmued596rqusmthfnh39h38k64e73fxce,cosmos106kt5cmued596rqusmthfnh39h38k64em9an52,5571ACECE69EEA2698D17BC995549A306110552C,0,0.000001,0.000001,0.075,0,0,0,0
biki-cosval,,cosmosvaloper10m2qyuzp2smf4wqpfzhvlrun9vnf7ts8c72akw,cosmos10m2qyuzp2smf4wqpfzhvlrun9vnf7ts8a27g6a,2F72571F3E6363AA1F2E3B107C7BC8B4B1149E5E,0,1,1,0.1,0,0,0,0
Appeal2Heaven,,cosmosvaloper1skhpmqtr8nw2takaduwh4ve5zk9pm5h5tnwlsx,cosmos1skhpmqtr8nw2takaduwh4ve5zk9pm5h5w862u4,1A46F17127CFBCB738D70531B0DA70DDB7F0FC5A,0,1,0,0.25,0,1,0,0
darkqueen,,cosmosvaloper1f63lrmnn4upu722kxdhw04taxa6w50lnar88dx,cosmos1f63lrmnn4upu722kxdhw04taxa6w50lnchnjp4,B6C5D0EEBE1ABB66039A90B80820C10A9CBCA95C,0,101.0001010101010002,100,0.1,0,3,0,0
Gentarium Validator,https://mn.gtmcoin.io/validators/cosmos,cosmosvaloper1skhguug7ffln3wekpmjmnnneu8wqfg3yk2uchv,cosmos1skhguug7ffln3wekpmjmnnneu8wqfg3yn7gdml,6DFD1827080AE8F034F733F91299EB28C3FB18A2,0,3.5000010000857216,1,0.1,0,4,0,0
RockX,www.rockx.com,cosmosvaloper13ce7hhqa0z3tpc2l7jm0lcvwe073hdkkpp2nst,cosmos13ce7hhqa0z3tpc2l7jm0lcvwe073hdkky47xuc,B0C5370ED46641878800A518EB8335E42AE87673,0,100.347732,0,0.1,606,2,0,0
InActive,,cosmosvaloper1jgczjsz3tugudsutektmr9z9lmv8u6vy0l2de7,cosmos1jgczjsz3tugudsutektmr9z9lmv8u6vy2t7c4d,AFEB4AE5260E679AC2D765CFBC80D41B352DC5E8,0,1,0,0.13,0,1,0,0
SpaceXPool,https://cosmos.spacexpool.com,cosmosvaloper1j2ytk05qyx40twttvtph5ytes7lmhgshpuk50d,cosmos1j2ytk05qyx40twttvtph5ytes7lmhgshygzpr7,4752B212F65CF6ED398B6EFD4C643A24BBBB4945,0,1,1,0.1,0,1,0,0
Deperacated,www.rockx.com,cosmosvaloper1jw8ett8uzrvjjhfcyajwcnckfl64npwxvlz2q8,cosmos1jw8ett8uzrvjjhfcyajwcnckfl64npwxftklv5,240DE97689433F94FA8A9961E2A0405A0B6080C3,0,1,1,0.1,0,1,0,0
LiebiPool,https://pool.liebi.com,cosmosvaloper1jjstwduq89rzkw4qcsk0q7d4ycq5ktmqd7nrmg,cosmos1jjstwduq89rzkw4qcsk0q7d4ycq5ktmqg28khm,714727114BAFFF38DED3BE315D50157626E0561D,0,1.120904695919321,1.1,0,0,3,0,0
nexus,https://discord.gg/J7aUXzs,cosmosvaloper1jmd8vcja8f7vqypxh0rceucrkt9hgsxk4kt5ad,cosmos1jmd8vcja8f7vqypxh0rceucrkt9hgsxkszlp37,25AA0B02FB717DBE25D3FB41769289C615FCB0BA,0,2,2,0.025,0,1,0,0
----------=🛸=----------,,cosmosvaloper1n9juyach9xvnsnkeale4kc4kjgaedvsape5vf3,cosmos1n9juyach9xvnsnkeale4kc4kjgaedvsaydqe9z,C6C1561F67D77BA8866FC2C0CDEC6004AA6AD6A1,0,8.1684266849937494,0,0.03,0,5,0,0
mrinal,https://twitter.com/mrinal,cosmosvaloper1nta8dt082qts2uldz2c2at6xmx8wpdwhld0mdh,cosmos1nta8dt082qts2uldz2c2at6xmx8wpdwh6emwpy,C52138599F1B1088F40339FA962DFA770236EB7A,0,2.0001000100010001,1,0.1,0,2,0,0
AirGap 🛡,,cosmosvaloper1n3f5lm7xtlrp05z9ud2xk2cnvk2xnzkm2he6er,cosmos1n3f5lm7xtlrp05z9ud2xk2cnvk2xnzkm0rd04s,B724CDAA69A47B90B18D0EA7FD5B046D537DA64A,0,1612.6700902299006469,0.0000000921731691,0.1,517,73,0,0
BlockPool.com,www.blockpool.com,cosmosvaloper1n5xufj0753hvhv6q09f5lh29s57epnrl59lpp6,cosmos1n5xufj0753hvhv6q09f5lh29s57epnrl33t5df,FF0AA09402915010F191B3FF44509EA659C744B7,0,1,1,0.02,0,0,0,0
Comdex,https://comdex.sg,cosmosvaloper1ncp4h8ckha4c6lel5wktclt4yrz4t896qawm7z,cosmos1ncp4h8ckha4c6lel5wktclt4yrz4t8969f6wj3,B9436B06D2DC28D296C9E7BDA65045A1DB11E8FD,0,24.2362484652261222,1,0.1,0,12,0,0
DeBank,,cosmosvaloper1wd8vquxza6svsvvnh489tdvg9vdjjfpepcfvf9,cosmos1wd8vquxza6svsvvnh489tdvg9vdjjfpeyvae9k,0D55A818EFE364935DDE091945CECF89367BF98B,0,1017.5148017431562161,1014.5145,0,78,6,0,0
discontinued,,cosmosvaloper1wrxkqna8w5ldl3twgmyne6fvt9hsfgmksrjwlj,cosmos1wrxkqna8w5ldl3twgmyne6fvt9hsfgmk4hxmnp,BC83BC245E878274FA27607081E7256B28CB6F21,0,2,2,0.2,0,0,0,0
Deactivated,,cosmosvaloper1d7ufwp2rgfj7s7pfw2q7vm2lc9txmr8vh77ztr,cosmos1d7ufwp2rgfj7s7pfw2q7vm2lc9txmr8vj22h8s,7FCBACCB12563C8823E8EBEC8C0DE580DD8C7F04,0,0.029746,0,0.2,1719,2,0,1
Gundam Stake,https://cross.technology,cosmosvaloper1dm9tz58y5mvw85yrjv7h979lnf9ckc445tzrzx,cosmos1dm9tz58y5mvw85yrjv7h979lnf9ckc443lkkw4,C7F6486FC8A368B3DF7A068BA457EED5C5935C3F,0,1,1,0.02,0,0,0,0
'','',cosmosvaloper1f6ne5ahjrrntmt88eunyatw2jj8w5rn2qmj6p2,cosmos1f6ne5ahjrrntmt88eunyatw2jj8w5rn290x0de,D676E58A74681BF499F55B5888D3BD962F1AF89C,0,22.180771,2,0.04,11,2,0,0
Laomedeia,,cosmosvaloper12r4rsw7s2vnccwealt5zu0kukdxgwamyltmrud,cosmos12r4rsw7s2vnccwealt5zu0kukdxgwamy6l0ks7,BB4B2EBE0A4AFD806E81E912B9C1DD75E98D8193,0,140,140,0.08,0,0,0,0
BlueStake 🚀,https://bluestake.net,cosmosvaloper12xx74t5sx3vgyew7es9h8e9py4ttts6zcg3vxk,cosmos12xx74t5sx3vgyew7es9h8e9py4ttts6zau9e29,E5CA014849FB3FF730E2F77C5A31A467183AE7AB,0,3603.121105,1,0.01,77,139,-32.887387,2
test2,,cosmosvaloper12w5u5f0r27j0q0ywv5kwqslnc0yvza57qfezr4,cosmos12w5u5f0r27j0q0ywv5kwqslnc0yvza579adh0x,2949CEDF6EC4FB26C4A4D5384A97098230F7BEC1,0,0.0103,0,0,0,1,0,0
offline,,cosmosvaloper12knqu4ecmg0982plzs9m9f5jareh0cvegcw3wu,cosmos12knqu4ecmg0982plzs9m9f5jareh0cvedv6yz0,8AD0D3A96F4B24AAB71E77D32B4460A88FAB871C,0,1.014988,0,0.02,0,2,0,0
test,,cosmosvaloper12etdez5nurn9avdjrnuezzttck59s0spsx4xea,cosmos12etdez5nurn9avdjrnuezzttck59s0sp4jpn4w,ABAE807AD9F69E5A094C16E7BF0CBFCF3E628D6B,0,1,1,0.1,0,1,0,0
Cosmos-Validator.com,http://www.cosmos-validator.com/,cosmosvaloper1tpxs9gf9gg74mdu7ya4gxhr5560jsxnp4zq979,cosmos1tpxs9gf9gg74mdu7ya4gxhr5560jsxnpsk5sjk,57B4857D8EA5F444BCACEB94C2C9CF1232097F14,0,56.9563664912472287,1,0.09,63,6,0,0
KiKi Finance,,cosmosvaloper1tzp2tz0w2eld69jhmyvlalcrjez3tw9g3hzd00,cosmos1tzp2tz0w2eld69jhmyvlalcrjez3tw9g5rkcru,717BEE4F4E83F435DB6A967919A1F3396CD37A3D,0,1,1,1,0,0,0,0
SpaceTimeContinuum,,cosmosvaloper1tr5var87ga3fyy9d0r76uurpmkfm05rg37xacn,cosmos1tr5var87ga3fyy9d0r76uurpmkfm05rg52jg5q,8B4799EF81D9C437DD2F6C490D49456BA48B0FD6,0,1.0000200009192401,0.000000174580129,0.15,0,5,0,0
sm_1,,cosmosvaloper1t90c87f93r5qzc34l9vht665xf3mtk3ucmhtju,cosmos1t90c87f93r5qzc34l9vht665xf3mtk3ua0r770,87CAC2CB64D5C6CCC35ED713E9AE29BBF8ACD2B6,0,2,2,1,0,0,0,0
Public Payments,,cosmosvaloper1t00q7dp0wslx34kee4elz496ts2uqlwphz860l,cosmos1t00q7dp0wslx34kee4elz496ts2uqlwpjkn0rv,6C57B3F2F5FDC084F8D16AD3E7FE018A108A85A4,0,6.1987716082532417,0.0000008286915673,0,4,4,0,0
😴,,cosmosvaloper1tjwad66qx72xyr3ydcyascrgdyhee58y5x6zdc,cosmos1tjwad66qx72xyr3ydcyascrgdyhee58y3jwhpt,EDD6E361868B581088D1056241D2F941A854DFD7,0,1.536726,0,0.1,0,12,0.00005,1
bigone-pool,,cosmosvaloper1vzvx9zq9czxedvtsvwdtxuslsn67q2vmvr9wej,cosmos1vzvx9zq9czxedvtsvwdtxuslsn67q2vmfh3m4p,F268AAF89311C6EAF957B77DDA033B8494D178ED,0,1,1,0.1,0,1,0,0
ghost,,cosmosvaloper1vz0clw0mqw5cjvmk38hg6nakkmvwugxrrhjhkg,cosmos1vz0clw0mqw5cjvmk38hg6nakkmvwugxrxrxz6m,EC045C70B62217466BB7EB08BFE9F408CFB15D90,0,1.0001819886998868,0.000000238980531,0.1,0,5,0,0
SSSnodes,http://sssnodes.com/cosmos,cosmosvaloper1vrg6ruw00lhszl4sjgwt5ldvl8z0f7pfp5va85,cosmos1vrg6ruw00lhszl4sjgwt5ldvl8z0f7pfyqcgt8,B6D7360C27F1DC36DD9BFCF23037BE8B04429209,0,13766.7178361644303235,0.5,0.11,9184,60,0,0
PUPMØS,,cosmosvaloper1vygmh344ldv9qefss9ek7ggsnxparljlmj56q5,cosmos1vygmh344ldv9qefss9ek7ggsnxparljl7xq0v8,6C50CC44B4F1DC32ABD2970D8ACECB204ACCEF85,0,10,10,0.05,0,0,0,0
blocktest,www.blockpool.com,cosmosvaloper1vsc7v43kmz7m8kpcxlwwjysa72k5u5gpknu57h,cosmos1vsc7v43kmz7m8kpcxlwwjysa72k5u5gpn8gpjy,38BAEEFAA4A999A3222263F105ED3F29227CE383,0,1,1,0.02,0,1,0,0
blocktest111,www.blockpool.com,cosmosvaloper1v34d48p2z8mttnly3n9es2aqsqkem9pr6f0fdy,cosmos1v34d48p2z8mttnly3n9es2aqsqkem9prlamuph,43C85EA69163377D520C8A361FE3D152818A970A,0,1,1,0.1,0,1,0,0
Simply VC Genesis,https://www.simply-vc.com.mt,cosmosvaloper1vjqault583hwktfj63k2hh7r02sj2a66fmvzqz,cosmos1vjqault583hwktfj63k2hh7r02sj2a66v0chv3,02A248C86C78ED6A824D510A8B7AA4C1D290D2DC,0,1.000016,0,0.1,0,2,0,0
Anonstake,https://www.anonstake.com,cosmosvaloper1vjn3559ncztu87qj8v4ryasgny7vjfx7jhxzu6,cosmos1vjn3559ncztu87qj8v4ryasgny7vjfx7hrjhsf,390AB5B8C4E31A629A179C8D288ADCB638DEA245,0,56.9476818654981859,0.0000008063092424,0.06,142,50,0,0
Dont Use,,cosmosvaloper1vk706z2tfnqhdg6jrkngyx7f463jq58nj0x7p7,cosmos1vk706z2tfnqhdg6jrkngyx7f463jq58nhmjtdd,412D552A7129C496AD4C3DAAA7CEF7089C73B140,0,410.7701285603114702,0.0000012760788904,0,437,186,0,0
test-pl-validator,,cosmosvaloper1vulhv3det93gr20dmm32zlt3y3qgx8srk0thaf,cosmos1vulhv3det93gr20dmm32zlt3y3qgx8srnmlz36,5DED707F99FF3AF8E9D3A6B92FB4947C0E5AF53A,0,2.1,1,0.1,0,1,0,0
deleteme,https://donthave.com,cosmosvaloper1dt4h3hn9zpxvm2t26erf96aaszp3va2wkq28ez,cosmos1dt4h3hn9zpxvm2t26erf96aaszp3va2wn57j43,B458B26E2FB4A732807C681868911A12A48D8C03,0,1.0000001900268562,1,0.07,0,3,0,0
gf.network,,cosmosvaloper1dse76yk5jmj85jsd77ewsczc4k3u4s7a870wtj,cosmos1dse76yk5jmj85jsd77ewsczc4k3u4s7az2mm8p,7674C7FE7960B486BA1052DA225F54119580EB74,0,21.0000030680161289,21,0.08,12360,11,0,0
O'Leary Labs,,cosmosvaloper1dcf60vccyvqewnnm7sq5prrrrd98fzwruj2ntp,cosmos1dcf60vccyvqewnnm7sq5prrrrd98fzwrex7x8j,8DA0B60BBC74558684FC5F35D52CA071F90E3334,0,4,3,1,0,2,0,0
hy-hydrogen,,cosmosvaloper1lapm2cq4qjrl4fm5xcftfhg245m63d307y6u7j,cosmos1lapm2cq4qjrl4fm5xcftfhg245m63d30mswfjp,E5C2AF993220B200C1C86E83BBE06A35F960B829,0,1,1,0.1,0,0,0,0
